benchmark, unique_loop_id, loop_nest_level, dynOp_count, floatOp_count, branchOp_count, memOp_count, operands_count, implicit_instr_count, unique_pred_count, trip_count, loop_calls, reuse_count, use_count, def_count, store_count, load_count
464.h264ref,464.h264ref_452,1,10,0,0.1,0.7,1.4,0.2,0,1,0,0,1,0, 0.1, 0.4, 0
464.h264ref,464.h264ref_453,1,172,0,0.180233,0.523256,1.65698,0.0348837,0.0290698,1,0,0,1.07558,0, 0.116279, 0.337209, 0
464.h264ref,464.h264ref_454,1,6,0,0.166667,0.666667,1.33333,0.166667,0,1,0,0,0.833333,0, 0.166667, 0.333333, 0
464.h264ref,464.h264ref_455,1,26,0,0.153846,0.615385,1.46154,0.153846,0.0384615,1,0,0,1,0, 0.0769231, 0.384615, 0
464.h264ref,464.h264ref_456,2,40,0,0.1,0.625,1.55,0.1,0.025,1,0,0,1.125,0, 0.075, 0.4, 0
464.h264ref,464.h264ref_457,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_458,1,13,0,0.0769231,0.769231,1.38462,0.153846,0,1,0,0,1.07692,0, 0.0769231, 0.461538, 0
464.h264ref,464.h264ref_459,2,33,0,0.030303,0.727273,1.48485,0.121212,0,3,0,0,1.21212,0, 0.0606061, 0.484848, 0
464.h264ref,464.h264ref_460,1,127,0,0.0944882,0.677165,1.59843,0.0866142,0.00787402,1,0,0,1.06299,0, 0.0551181, 0.433071, 0
464.h264ref,464.h264ref_461,2,33,0,0.030303,0.727273,1.48485,0.121212,0,3,0,0,1.21212,0, 0.0606061, 0.484848, 0
464.h264ref,464.h264ref_462,1,127,0,0.0944882,0.677165,1.59843,0.0866142,0.00787402,1,0,0,1.06299,0, 0.0551181, 0.433071, 0
464.h264ref,464.h264ref_463,1,72,0,0.166667,0.583333,1.83333,0,0.0138889,1,0,0,1.13889,0, 0.0972222, 0.402778, 0
464.h264ref,464.h264ref_464,1,46,0,0.130435,0.652174,1.6087,0.0869565,0.0217391,1,0,0,1.13043,0, 0.0434783, 0.434783, 0
464.h264ref,464.h264ref_465,1,46,0,0.130435,0.652174,1.6087,0.0869565,0.0217391,1,0,0,1.13043,0, 0.0434783, 0.434783, 0
464.h264ref,464.h264ref_466,3,21,0,0.047619,0.666667,1.42857,0.190476,0,17,0,0,1.28571,0, 0.047619, 0.428571, 0
464.h264ref,464.h264ref_467,2,3,0,0.666667,0.333333,1.33333,0,0,33,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_468,3,45,0,0.0222222,0.622222,1.48889,0.177778,0,17,0,2,1.28889,0, 0.0444444, 0.4, 0
464.h264ref,464.h264ref_469,2,3,0,0.666667,0.333333,1.33333,0,0,17,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_470,4,25,0,0.04,0.68,1.4,0.2,0,1,0,0,1.28,0, 0.04, 0.44, 0
464.h264ref,464.h264ref_471,3,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_472,4,56,0,0.0178571,0.660714,1.46429,0.178571,0,1,0,2,1.26786,0, 0.0357143, 0.428571, 0
464.h264ref,464.h264ref_473,3,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_474,2,5,0,0.6,0.4,1.4,0,0,3,0,0,0.4,0, 0.4, 0, 0
464.h264ref,464.h264ref_475,1,33,0,0.181818,0.606061,1.66667,0.030303,0.030303,1,0,0,0.969697,0, 0.151515, 0.333333, 0
464.h264ref,464.h264ref_476,3,21,0,0.047619,0.666667,1.42857,0.190476,0,17,0,0,1.28571,0, 0.047619, 0.428571, 0
464.h264ref,464.h264ref_477,2,3,0,0.666667,0.333333,1.33333,0,0,33,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_478,3,45,0,0.0222222,0.622222,1.48889,0.177778,0,17,0,2,1.28889,0, 0.0444444, 0.4, 0
464.h264ref,464.h264ref_479,2,3,0,0.666667,0.333333,1.33333,0,0,17,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_480,1,17,0,0.294118,0.529412,1.64706,0.0588235,0.0588235,1,0,0,0.882353,0, 0.117647, 0.294118, 0
464.h264ref,464.h264ref_481,1,10,0,0.1,0.7,1.6,0.1,0,1,0,0,0.9,0, 0, 0.5, 0
464.h264ref,464.h264ref_482,2,0,0,0,0,0,0,0,1,25,0,0,0, 0, 0, 0
464.h264ref,464.h264ref_483,1,1,0,1,0,1,0,0,1,25,0,0,0, 0, 0, 0
464.h264ref,464.h264ref_484,2,47,0,0.0212766,0.765957,1.34043,0.170213,0,1,0,0,1.10638,0, 0.0425532, 0.468085, 0
464.h264ref,464.h264ref_485,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_486,2,47,0,0.0212766,0.765957,1.34043,0.170213,0,1,1800,0,1.10638,0, 0.0425532, 0.468085, 0
464.h264ref,464.h264ref_487,1,4,0,0.5,0.5,1.25,0,0,1,25,0,0.75,0, 0.25, 0.25, 0
464.h264ref,464.h264ref_488,2,20,0,0.05,0.7,1.3,0.2,0,1,0,0,1.1,0, 0.05, 0.45, 0
464.h264ref,464.h264ref_489,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_490,2,20,0,0.05,0.7,1.3,0.2,0,1,3600,0,1.1,0, 0.05, 0.45, 0
464.h264ref,464.h264ref_491,1,4,0,0.5,0.5,1.25,0,0,1,25,0,0.75,0, 0.25, 0.25, 0
464.h264ref,464.h264ref_492,2,20,0,0.05,0.8,1.65,0.1,0,1,25,0,1.15,0, 0.05, 0.45, 0
464.h264ref,464.h264ref_493,1,10,0,0.2,0.7,1.6,0.1,0,1,25,0,1,0, 0.2, 0.3, 0
464.h264ref,464.h264ref_494,2,630,0,0.153968,0.365079,1.75079,0.0428571,0.0047619,1,18400,0,1.14921,0, 0, 0.346032, 0
464.h264ref,464.h264ref_495,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_496,2,168,0,0.130952,0.39881,1.75595,0.0535714,0.0119048,1,7600,0,1.19048,0, 0, 0.375, 0
464.h264ref,464.h264ref_497,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_498,2,252,0,0.134921,0.496032,1.55556,0.0873016,0.00793651,1,9200,0,1.02778,0, 0.0119048, 0.369048, 0
464.h264ref,464.h264ref_499,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_500,2,405,0,0.180247,0.469136,1.61975,0.0617284,0.00493827,1,3800,0,1.01975,0, 0.00987654, 0.335802, 0
464.h264ref,464.h264ref_501,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_502,2,14,0,0.0714286,0.642857,1.85714,0,0,1,3600,0,1.5,0, 0, 0.642857, 0
464.h264ref,464.h264ref_503,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_504,2,97,0,0.0309278,0.793814,1.56701,0.0824742,0.0103093,5,0,0,1.02062,0, 0.0412371, 0.463918, 0
464.h264ref,464.h264ref_505,1,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_506,2,351,0,0.025641,0.777778,1.55556,0.119658,0.002849,5,0,0,1.07977,0, 0.02849, 0.452991, 0
464.h264ref,464.h264ref_507,1,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_508,2,35,0,0.0285714,0.8,1.51429,0.171429,0,1,0,1,1.11429,0, 0.0571429, 0.457143, 0
464.h264ref,464.h264ref_509,1,6,0,0.333333,0.666667,1.5,0,0,1,0,0,0.666667,0, 0.166667, 0.333333, 0
464.h264ref,464.h264ref_510,2,18,0,0.0555556,0.777778,1.55556,0.166667,0,1,0,0,1.05556,0, 0.111111, 0.388889, 0
464.h264ref,464.h264ref_511,1,6,0,0.333333,0.666667,1.5,0,0,1,0,0,0.666667,0, 0.166667, 0.333333, 0
464.h264ref,464.h264ref_512,2,35,0,0.0285714,0.8,1.51429,0.171429,0,1,0,1,1.11429,0, 0.0571429, 0.457143, 0
464.h264ref,464.h264ref_513,1,6,0,0.333333,0.666667,1.5,0,0,1,0,0,0.666667,0, 0.166667, 0.333333, 0
464.h264ref,464.h264ref_514,1,25,0,0.04,0.8,1.72,0.16,0,5,0,2,1.12,0, 0.08, 0.4, 0
464.h264ref,464.h264ref_515,2,63,0,0.015873,0.761905,1.57143,0.15873,0,1,0,2,1.07937,0, 0.031746, 0.444444, 0
464.h264ref,464.h264ref_516,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_517,2,30,0,0.0333333,0.733333,1.56667,0.166667,0,17,0,1,1.06667,0, 0.0333333, 0.433333, 0
464.h264ref,464.h264ref_518,1,3,0,0.666667,0.333333,1.33333,0,0,17,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_519,2,169,0,0.0177515,0.775148,1.60947,0.118343,0.00591716,5,0,4,1.07101,0, 0.0236686, 0.455621, 0
464.h264ref,464.h264ref_520,1,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_521,3,31,0,0.0322581,0.774194,1.35484,0.193548,0,19,0,0,1.12903,0, 0.0322581, 0.483871, 0
464.h264ref,464.h264ref_522,2,3,0,0.666667,0.333333,1.33333,0,0,3,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_523,1,3,0,0.666667,0.333333,1.33333,0,0,4,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_524,4,39,0,0.025641,0.769231,1.33333,0.205128,0,66,0,0,1.15385,0, 0.025641, 0.487179, 0
464.h264ref,464.h264ref_525,3,3,0,0.666667,0.333333,1.33333,0,0,3,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_526,2,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_527,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_528,2,20,0,0.05,0.65,1.3,0.2,0,1,0,0,1.25,0, 0.05, 0.45, 0
464.h264ref,464.h264ref_529,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_530,2,32,0,0.03125,0.5,1.53125,0.28125,0,1,0,0,1.25,0, 0.0625, 0.34375, 0
464.h264ref,464.h264ref_531,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_532,2,39,0,0.025641,0.461538,1.61538,0.230769,0,1,0,0,1.25641,0, 0.0512821, 0.333333, 0
464.h264ref,464.h264ref_533,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_534,2,32,0,0.03125,0.625,1.4375,0.21875,0,1,7200,0,1.28125,0, 0.03125, 0.4375, 0
464.h264ref,464.h264ref_535,1,3,0,0.666667,0.333333,1.33333,0,0,1,75,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_536,4,751,0,0.00665779,0.818908,1.37949,0.170439,0.00266312,10,0,0,1.14381,0, 0.0213049, 0.496671, 0
464.h264ref,464.h264ref_537,3,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_538,2,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_539,1,3,0,0.666667,0.333333,1.33333,0,0,5,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_540,2,73,0,0.0136986,0.684932,1.35616,0.219178,0,1,0,0,1.12329,0, 0.0273973, 0.438356, 0
464.h264ref,464.h264ref_541,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_542,2,33,0,0.030303,0.636364,1.33333,0.242424,0,1,0,0,1.12121,0, 0.030303, 0.424242, 0
464.h264ref,464.h264ref_543,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_544,2,77,0,0.012987,0.701299,1.38961,0.207792,0,1,2200,0,1.11688,0, 0.025974, 0.441558, 0
464.h264ref,464.h264ref_545,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_546,2,35,0,0.0285714,0.657143,1.37143,0.228571,0,1,4400,0,1.11429,0, 0.0285714, 0.428571, 0
464.h264ref,464.h264ref_547,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_548,2,71,0,0.0140845,0.704225,1.33803,0.225352,0,1,0,0,1.12676,0, 0.028169, 0.450704, 0
464.h264ref,464.h264ref_549,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_550,2,32,0,0.03125,0.65625,1.3125,0.25,0,1,0,0,1.125,0, 0.03125, 0.4375, 0
464.h264ref,464.h264ref_551,1,3,0,0.666667,0.333333,1.33333,0,0,1,0,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_552,2,75,0,0.0133333,0.72,1.37333,0.213333,0,1,2200,0,1.12,0, 0.0266667, 0.453333, 0
464.h264ref,464.h264ref_553,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_554,2,34,0,0.0294118,0.676471,1.35294,0.235294,0,1,4400,0,1.11765,0, 0.0294118, 0.441176, 0
464.h264ref,464.h264ref_555,1,3,0,0.666667,0.333333,1.33333,0,0,1,25,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_556,1,36,0,0.0277778,0.611111,1.52778,0.111111,0,1,0,0,1.02778,0, 0.0555556, 0.388889, 0
464.h264ref,464.h264ref_557,1,36,0,0.0277778,0.611111,1.52778,0.111111,0,1,0,0,1.02778,0, 0.0555556, 0.388889, 0
464.h264ref,464.h264ref_558,1,16,0,0.0625,0.6875,1.4375,0.125,0,1,0,0,1,0, 0.0625, 0.4375, 0
464.h264ref,464.h264ref_559,1,9,0,0.111111,0.777778,1.66667,0.111111,0,1,25,0,0.888889,0, 0.111111, 0.333333, 0
464.h264ref,464.h264ref_560,2,0,0,0,0,0,0,0,1,99,0,0,0, 0, 0, 0
464.h264ref,464.h264ref_561,1,8,0,0.25,0.625,1.25,0.125,0,1,1,0,0.875,0, 0.125, 0.375, 0
464.h264ref,464.h264ref_562,1,6,0,0.166667,0.666667,1.33333,0.166667,0,1,1,0,0.833333,0, 0.166667, 0.333333, 0
464.h264ref,464.h264ref_563,1,9,0,0.222222,0.555556,1.44444,0.111111,0.111111,1,2475,0,1,0, 0, 0.444444, 0
464.h264ref,464.h264ref_564,1,13,0,0.0769231,0.692308,1.30769,0.153846,0,1,25,0,1,0, 0.0769231, 0.461538, 0
464.h264ref,464.h264ref_565,1,10,0,0.2,0.6,1.8,0,0.1,1,0,0,1.2,0, 0.1, 0.4, 0
464.h264ref,464.h264ref_566,1,32,0,0.03125,0.84375,1.5,0,0,1,1,0,1.3125,0, 0, 0.65625, 0
464.h264ref,464.h264ref_567,2,30,0,0.1,0.866667,1.4,0,0.0333333,1,7,0,1.26667,0, 0.1, 0.566667, 0
464.h264ref,464.h264ref_568,1,5,0,0.4,0.4,1.4,0,0,1,1,0,0.8,0, 0.2, 0.2, 0
464.h264ref,464.h264ref_569,2,54,0,0.0925926,0.777778,1.48148,0,0.037037,1,8,1,1.25926,0, 0.0925926, 0.518519, 0
464.h264ref,464.h264ref_570,2,50,0,0.08,0.78,1.5,0,0.04,1,8,1,1.26,0, 0.08, 0.52, 0
464.h264ref,464.h264ref_571,1,51,0.0196078,0.0784314,0.784314,1.47059,0.0588235,0,1,1,0,1.15686,0, 0.215686, 0.431373, 0
464.h264ref,464.h264ref_572,1,48,0.0833333,0.0833333,0.5625,1.52083,0.145833,0.0208333,1,1,0,1.0625,0, 0.0416667, 0.375, 0
464.h264ref,464.h264ref_573,1,7,0,0.142857,0.714286,1.57143,0,0,1,1,0,1.14286,0, 0.142857, 0.428571, 0
464.h264ref,464.h264ref_574,1,510,0.00588235,0.119608,0.652941,1.78235,0.0117647,0.00784314,1,1,2,0.868627,0, 0.0607843, 0.394118, 0
464.h264ref,464.h264ref_575,3,16,0,0.0625,0.75,1.375,0.1875,0,1,9900,0,1.0625,0, 0.0625, 0.4375, 0
464.h264ref,464.h264ref_576,2,3,0,0.666667,0.333333,1.33333,0,0,5,2475,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_577,1,3,0,0.666667,0.333333,1.33333,0,0,1,26,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_578,2,23,0,0.0434783,0.782609,1.43478,0.173913,0,1,44,0,1.04348,0, 0.0869565, 0.434783, 0
464.h264ref,464.h264ref_579,1,3,0,0.666667,0.333333,1.33333,0,0,1,1,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_580,1,19,0,0.0526316,0.736842,1.52632,0.105263,0,1,1,0,1.10526,0, 0.105263, 0.421053, 0
464.h264ref,464.h264ref_581,5,29,0,0.103448,0.586207,1.41379,0.206897,0.0344828,10,640,0,1.06897,0, 0.0344828, 0.37931, 0
464.h264ref,464.h264ref_582,4,27,0,0.148148,0.555556,1.44444,0.185185,0.037037,1,64,0,1,0, 0.0740741, 0.333333, 0
464.h264ref,464.h264ref_583,3,27,0,0.148148,0.555556,1.48148,0.185185,0.037037,3,32,0,0.962963,0, 0.0740741, 0.333333, 0
464.h264ref,464.h264ref_584,2,19,0,0.210526,0.473684,1.52632,0.157895,0.0526316,5,8,0,0.894737,0, 0.105263, 0.263158, 0
464.h264ref,464.h264ref_585,1,15,0,0.266667,0.4,1.6,0.133333,0.0666667,5,2,0,0.8,0, 0.133333, 0.2, 0
464.h264ref,464.h264ref_586,3,21,0,0.142857,0.52381,1.47619,0.190476,0.047619,3,96,0,1,0, 0.047619, 0.333333, 0
464.h264ref,464.h264ref_587,2,19,0,0.210526,0.473684,1.52632,0.157895,0.0526316,5,24,0,0.894737,0, 0.105263, 0.263158, 0
464.h264ref,464.h264ref_588,1,15,0,0.266667,0.4,1.6,0.133333,0.0666667,1,4,0,0.8,0, 0.133333, 0.2, 0
464.h264ref,464.h264ref_589,2,17,0,0.176471,0.470588,1.52941,0.176471,0.0588235,3,6,0,0.941176,0, 0.0588235, 0.294118, 0
464.h264ref,464.h264ref_590,1,15,0,0.266667,0.4,1.6,0.133333,0.0666667,4,2,0,0.8,0, 0.133333, 0.2, 0
464.h264ref,464.h264ref_591,5,24,0,0.0416667,0.666667,1.25,0.25,0,10,640,0,1.16667,0, 0, 0.458333, 0
464.h264ref,464.h264ref_592,4,22,0,0.0909091,0.636364,1.27273,0.227273,0,1,64,0,1.09091,0, 0.0454545, 0.409091, 0
464.h264ref,464.h264ref_593,3,18,0,0.111111,0.611111,1.27778,0.222222,0,3,32,0,1.05556,0, 0.0555556, 0.388889, 0
464.h264ref,464.h264ref_594,2,14,0,0.142857,0.571429,1.28571,0.214286,0,5,8,0,1,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_595,1,10,0,0.2,0.5,1.3,0.2,0,5,2,0,0.9,0, 0.1, 0.3, 0
464.h264ref,464.h264ref_596,3,16,0,0.0625,0.625,1.25,0.25,0,3,96,0,1.125,0, 0, 0.4375, 0
464.h264ref,464.h264ref_597,2,14,0,0.142857,0.571429,1.28571,0.214286,0,5,24,0,1,0, 0.0714286, 0.357143, 0
464.h264ref,464.h264ref_598,1,10,0,0.2,0.5,1.3,0.2,0,1,4,0,0.9,0, 0.1, 0.3, 0
464.h264ref,464.h264ref_599,2,12,0,0.0833333,0.583333,1.25,0.25,0,3,6,0,1.08333,0, 0, 0.416667, 0
464.h264ref,464.h264ref_600,1,10,0,0.2,0.5,1.3,0.2,0,4,2,0,0.9,0, 0.1, 0.3, 0
464.h264ref,464.h264ref_601,1,11,0,0.0909091,0.727273,1.63636,0.181818,0,5,0,1,1,0, 0.0909091, 0.363636, 0
464.h264ref,464.h264ref_602,1,51,0,0.0196078,0.823529,1.90196,0.156863,0,16,0,2,1.01961,0, 0.117647, 0.313725, 0
464.h264ref,464.h264ref_603,1,29,0,0.137931,0.482759,1.82759,0.137931,0.0344828,21,0,1,0.931034,0, 0.0344828, 0.206897, 0
464.h264ref,464.h264ref_604,2,40,0,0.25,0.225,1.975,0.15,0.05,1,0,0,0.85,0, 0, 0.05, 0
464.h264ref,464.h264ref_605,1,19,0,0.263158,0.210526,1.94737,0.157895,0.0526316,3,0,0,0.842105,0, 0.0526316, 0, 0
464.h264ref,464.h264ref_606,2,17,0,0.0588235,0.705882,1.70588,0.176471,0,16,5,2,1.17647,0, 0.0588235, 0.352941, 0
464.h264ref,464.h264ref_607,1,94,0,0.0212766,0.755319,1.75532,0.148936,0,6,1,14,1.20213,0, 0.0851064, 0.37234, 0
464.h264ref,464.h264ref_608,1,6,0,0.166667,0.666667,1.83333,0.166667,0,6,1,0,1,0, 0.166667, 0.166667, 0
464.h264ref,464.h264ref_609,1,21,0,0.047619,0.761905,1.7619,0.047619,0,1,0,0,1.04762,0, 0.047619, 0.47619, 0
464.h264ref,464.h264ref_610,2,29,0,0.0344828,0.689655,1.37931,0.206897,0,1,0,0,1.03448,0, 0, 0.448276, 0
464.h264ref,464.h264ref_611,1,52,0,0.0384615,0.673077,1.44231,0.192308,0,1,0,0,0.961538,0, 0.0192308, 0.423077, 0
464.h264ref,464.h264ref_612,1,103,0,0.00970874,0.660194,1.60194,0.194175,0,1,0,0,1.02913,0, 0, 0.427184, 0
464.h264ref,464.h264ref_613,1,44,0,0.0227273,0.590909,1.61364,0.227273,0,1,0,0,1.02273,0, 0, 0.409091, 0
464.h264ref,464.h264ref_614,1,6,0,0.166667,0.666667,1.66667,0,0,1,25,0,1.33333,0, 0, 0.666667, 0
464.h264ref,464.h264ref_615,3,9,0,0.111111,0.555556,1.44444,0.222222,0,16,19300,0,1.22222,0, 0.111111, 0.333333, 0
464.h264ref,464.h264ref_616,2,202,0,0.118812,0.727723,2.00495,0.0445545,0.00990099,5,4950,0,1.24257,0, 0.0247525, 0.5, 0
464.h264ref,464.h264ref_617,1,20,0,0.35,0.3,1.7,0.05,0.05,3,2475,0,0.85,0, 0.1, 0.2, 0
464.h264ref,464.h264ref_618,1,924,0,0.0844156,0.58658,1.50108,0.180736,0.004329,17,19300,0,1.14286,0, 0.0270563, 0.390693, 0
464.h264ref,464.h264ref_619,1,982,0,0.152749,0.473523,1.61405,0.120163,0.00407332,1,19068,0,1.1222,0, 0.0529532, 0.338086, 0
464.h264ref,464.h264ref_620,1,93,0,0.11828,0.677419,1.8172,0.0967742,0.0322581,5,486,4,0.978495,0, 0.0430108, 0.354839, 0
464.h264ref,464.h264ref_621,1,7,0,0.142857,0.714286,1.71429,0.142857,0,17,2475,0,1,0, 0.142857, 0.285714, 0
464.h264ref,464.h264ref_622,1,7,0,0.142857,0.714286,1.71429,0.142857,0,17,2475,0,1,0, 0.142857, 0.285714, 0
464.h264ref,464.h264ref_623,4,16,0,0.0625,0.6875,1.6875,0.25,0,3,79200,0,1.1875,0, 0.0625, 0.3125, 0
464.h264ref,464.h264ref_624,3,3,0,0.666667,0.333333,1.33333,0,0,5,19800,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_625,2,3,0,0.666667,0.333333,1.33333,0,0,5,4950,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_626,1,3,0,0.666667,0.333333,1.33333,0,0,3,2475,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_627,3,47,0,0.0212766,0.765957,1.51064,0.12766,0,3,39600,0,1.06383,0, 0.0425532, 0.468085, 0
464.h264ref,464.h264ref_628,2,3,0,0.666667,0.333333,1.33333,0,0,5,9900,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_629,1,3,0,0.666667,0.333333,1.33333,0,0,5,2475,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_630,4,28,0,0.0357143,0.75,1.46429,0.142857,0,3,79200,0,1.07143,0, 0.0357143, 0.464286, 0
464.h264ref,464.h264ref_631,3,3,0,0.666667,0.333333,1.33333,0,0,5,19800,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_632,2,3,0,0.666667,0.333333,1.33333,0,0,5,4950,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_633,1,3,0,0.666667,0.333333,1.33333,0,0,3,2475,0,0.333333,0, 0.333333, 0, 0
464.h264ref,464.h264ref_634,1,99,0,0.030303,0.949495,1.80808,0.010101,0.010101,1,0,0,1.14141,0, 0.161616, 0.474747, 0
464.h264ref,464.h264ref_635,1,99,0,0.030303,0.949495,1.80808,0.010101,0.010101,1,0,0,1.14141,0, 0.161616, 0.474747, 0
464.h264ref,464.h264ref_636,1,19,0,0.105263,0.684211,1.73684,0.0526316,0.0526316,1,0,0,1.10526,0, 0.105263, 0.368421, 0
464.h264ref,464.h264ref_637,1,41,0,0.146341,0.707317,1.70732,0.0243902,0.0487805,1,0,0,1.09756,0, 0.121951, 0.414634, 0
464.h264ref,464.h264ref_638,2,77,0,0.012987,0.714286,1.48052,0.142857,0,1,0,0,1.12987,0, 0.038961, 0.428571, 0
464.h264ref,464.h264ref_639,1,4,0,0.5,0.5,1.25,0,0,1,0,0,0.75,0, 0.25, 0.25, 0
464.h264ref,464.h264ref_640,2,40,0,0.025,0.725,1.5,0.15,0,1,0,0,1.1,0, 0.05, 0.425, 0
464.h264ref,464.h264ref_641,1,4,0,0.5,0.5,1.25,0,0,1,0,0,0.75,0, 0.25, 0.25, 0
464.h264ref,464.h264ref_642,2,40,0,0.025,0.725,1.5,0.15,0,1,0,0,1.1,0, 0.05, 0.425, 0
464.h264ref,464.h264ref_643,1,4,0,0.5,0.5,1.25,0,0,1,0,0,0.75,0, 0.25, 0.25, 0
464.h264ref,464.h264ref_644,2,22,0,0.0454545,0.681818,1.63636,0.136364,0,1,0,0,1.18182,0, 0.136364, 0.318182, 0
464.h264ref,464.h264ref_645,1,4,0,0.5,0.5,1.25,0,0,1,0,0,0.75,0, 0.25, 0.25, 0
464.h264ref,464.h264ref_646,2,15,0,0.0666667,0.733333,1.6,0.2,0,1,1216512,0,1.13333,0, 0.133333, 0.333333, 0
464.h264ref,464.h264ref_647,1,4,0,0.5,0.5,1.25,0,0,1,304128,0,0.75,0, 0.25, 0.25, 0
464.h264ref,464.h264ref_648,2,15,0,0.0666667,0.733333,1.6,0.2,0,1,0,0,1.13333,0, 0.133333, 0.333333, 0
464.h264ref,464.h264ref_649,1,4,0,0.5,0.5,1.25,0,0,1,0,0,0.75,0, 0.25, 0.25, 0
