benchmark, unique_loop_id, loop_nest_level, dynOp_count, floatOp_count, branchOp_count, memOp_count, operands_count, implicit_instr_count, unique_pred_count, trip_count, loop_calls, reuse_count, use_count, def_count, store_count, load_count
403.gcc,403.gcc_857,1,25,0,0.12,0.56,1.64,0.08,0.08,1,3,0,1.16,0, 0.08, 0.4, 0
403.gcc,403.gcc_858,1,9,0,0.111111,0.777778,1.66667,0,0,1,0,0,1,0, 0.111111, 0.444444, 0
403.gcc,403.gcc_859,2,43,0,0.186047,0.581395,1.76744,0.0465116,0.0697674,1,0,0,1.02326,0, 0.0930233, 0.325581, 0
403.gcc,403.gcc_860,1,38,0,0.184211,0.5,1.78947,0.0789474,0.0526316,1,0,0,0.973684,0, 0.0526316, 0.289474, 0
403.gcc,403.gcc_861,1,9,0,0.333333,0.333333,1.55556,0.111111,0.111111,1,1038,0,0.777778,0, 0, 0.222222, 0
403.gcc,403.gcc_862,1,8,0,0.25,0.5,1.75,0,0.125,1,10,0,1,0, 0, 0.375, 0
403.gcc,403.gcc_863,1,42,0,0.142857,0.547619,1.7381,0.142857,0.047619,1,0,0,1,0, 0.047619, 0.333333, 0
403.gcc,403.gcc_864,1,21,0,0.190476,0.52381,1.61905,0.142857,0.047619,1,0,0,1,0, 0.047619, 0.333333, 0
403.gcc,403.gcc_865,2,14,0,0.142857,0.571429,1.92857,0.142857,0.0714286,1,0,0,1.14286,0, 0, 0.285714, 0
403.gcc,403.gcc_866,1,22,0,0.272727,0.636364,1.63636,0,0.0454545,1,0,0,0.954545,0, 0.0909091, 0.409091, 0
403.gcc,403.gcc_867,1,13,0,0.0769231,0.769231,2,0.0769231,0,1,8,0,1.07692,0, 0, 0.461538, 0
403.gcc,403.gcc_868,1,21,0,0.047619,0.666667,1.7619,0.190476,0,1,1,0,1.14286,0, 0.0952381, 0.333333, 0
403.gcc,403.gcc_869,1,60,0,0.1,0.583333,1.76667,0.166667,0.0333333,1,0,0,1.08333,0, 0.05, 0.35, 0
403.gcc,403.gcc_870,1,0,0,0,0,0,0,0,1,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_871,1,40,0,0.125,0.55,1.675,0.075,0.075,1,0,0,1.175,0, 0.125, 0.35, 0
403.gcc,403.gcc_872,1,0,0,0,0,0,0,0,1,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_873,1,0,0,0,0,0,0,0,1,7,0,0,0, 0, 0, 0
403.gcc,403.gcc_874,1,15,0,0.0666667,0.533333,1.66667,0.2,0.0666667,1,0,0,1.13333,0, 0.133333, 0.266667, 0
403.gcc,403.gcc_875,1,26,0,0.115385,0.692308,1.65385,0.115385,0.0384615,1,0,0,1.26923,0, 0.230769, 0.346154, 0
403.gcc,403.gcc_876,1,48,0,0.145833,0.604167,1.625,0.125,0.0416667,1,0,0,1.10417,0, 0.1875, 0.291667, 0
403.gcc,403.gcc_877,1,113,0,0.176991,0.566372,1.79646,0.0973451,0.00884956,1,40032,0,1.00885,0, 0.0530973, 0.327434, 0
403.gcc,403.gcc_878,1,28,0,0.178571,0.642857,1.71429,0.107143,0.0357143,1,0,0,1.10714,0, 0.142857, 0.321429, 0
403.gcc,403.gcc_879,1,0,0,0,0,0,0,0,20,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_880,1,39,0,0.0769231,0.871795,1.87179,0,0.0512821,1,0,0,1.07692,0, 0.0769231, 0.461538, 0
403.gcc,403.gcc_881,1,0,0,0,0,0,0,0,1,7,0,0,0, 0, 0, 0
403.gcc,403.gcc_882,1,112,0,0.125,0.553571,1.76786,0.151786,0.0267857,1,7,0,1.04464,0, 0.0625, 0.303571, 0
403.gcc,403.gcc_883,1,29,0,0.275862,0.448276,1.82759,0.0689655,0.0689655,1,0,0,0.965517,0, 0.0689655, 0.310345, 0
403.gcc,403.gcc_884,1,17,0,0.117647,0.705882,1.52941,0.117647,0.0588235,1,0,0,1.11765,0, 0, 0.470588, 0
403.gcc,403.gcc_885,1,16,0,0.125,0.625,1.6875,0.125,0.0625,1,0,0,1.125,0, 0, 0.375, 0
403.gcc,403.gcc_886,1,103,0,0.0970874,0.68932,1.71845,0.106796,0.0194175,1,0,0,1.1068,0, 0.135922, 0.339806, 0
403.gcc,403.gcc_887,1,71,0,0.112676,0.71831,1.77465,0.084507,0.028169,1,0,0,1.09859,0, 0.140845, 0.338028, 0
403.gcc,403.gcc_888,1,60,0,0.133333,0.583333,1.66667,0.1,0.0333333,1,0,0,1.06667,0, 0.0833333, 0.333333, 0
403.gcc,403.gcc_889,1,15,0,0.0666667,0.733333,1.66667,0.0666667,0,1,0,0,1.13333,0, 0.0666667, 0.4, 0
403.gcc,403.gcc_890,2,30,0,0.2,0.333333,1.7,0.166667,0.0666667,1,0,0,0.9,0, 0, 0.233333, 0
403.gcc,403.gcc_891,2,29,0,0.206897,0.344828,1.68966,0.172414,0.0689655,1,0,0,0.896552,0, 0, 0.241379, 0
403.gcc,403.gcc_892,2,26,0,0.115385,0.692308,1.80769,0.0769231,0.0769231,1,0,0,1.15385,0, 0.0384615, 0.423077, 0
403.gcc,403.gcc_893,1,21,0,0.238095,0.52381,1.52381,0.142857,0,1,0,0,0.952381,0, 0.142857, 0.285714, 0
403.gcc,403.gcc_894,1,19,0,0.210526,0.473684,1.78947,0.105263,0.105263,1,0,0,1,0, 0.0526316, 0.315789, 0
403.gcc,403.gcc_895,1,18,0,0.166667,0.555556,1.55556,0.166667,0.0555556,1,0,0,1,0, 0, 0.333333, 0
403.gcc,403.gcc_896,1,271,0,0.151292,0.605166,1.71587,0.110701,0.00738007,1,0,0,1.04797,0, 0.095941, 0.335793, 0
403.gcc,403.gcc_897,1,87,0,0.172414,0.551724,1.72414,0.0689655,0.0344828,1,0,0,1.03448,0, 0.0574713, 0.344828, 0
403.gcc,403.gcc_898,1,0,0,0,0,0,0,0,1,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_899,1,185,0,0.140541,0.594595,1.6973,0.108108,0.0162162,1,0,0,1.10811,0, 0.102703, 0.367568, 0
403.gcc,403.gcc_900,1,25,0,0.08,0.56,1.68,0.16,0.04,1,0,0,1.12,0, 0.12, 0.32, 0
403.gcc,403.gcc_901,2,107,0,0.214953,0.495327,1.72897,0.11215,0.0186916,1,0,0,0.990654,0, 0.0654206, 0.308411, 0
403.gcc,403.gcc_902,2,15,0,0.133333,0.533333,1.66667,0.133333,0.0666667,1,0,0,1,0, 0, 0.333333, 0
403.gcc,403.gcc_903,1,66,0,0.181818,0.606061,1.62121,0.121212,0.030303,1,0,0,1,0, 0.0606061, 0.348485, 0
403.gcc,403.gcc_904,1,8,0,0.125,0.625,1.75,0,0,1,0,0,0.75,0, 0, 0.5, 0
403.gcc,403.gcc_905,2,18,0,0.0555556,0.666667,1.66667,0.166667,0,1,130,0,1.22222,0, 0.0555556, 0.388889, 0
403.gcc,403.gcc_906,1,34,0,0.205882,0.5,1.5,0.176471,0.0294118,1,235217,0,1.02941,0, 0.0588235, 0.323529, 0
403.gcc,403.gcc_907,1,0,0,0,0,0,0,0,1,2487,0,0,0, 0, 0, 0
403.gcc,403.gcc_908,1,10,0,0.2,0.6,1.9,0.1,0.1,1,10665,0,1,0, 0, 0.3, 0
403.gcc,403.gcc_909,2,52,0,0.153846,0.480769,1.90385,0.153846,0.0384615,1,3417,0,0.980769,0, 0, 0.288462, 0
403.gcc,403.gcc_910,2,11,0,0.181818,0.636364,1.81818,0.0909091,0.0909091,1,1754,0,1.09091,0, 0, 0.363636, 0
403.gcc,403.gcc_911,2,13,0,0.307692,0.307692,1.61538,0.0769231,0.153846,1,1754,0,0.923077,0, 0, 0.307692, 0
403.gcc,403.gcc_912,2,11,0,0.181818,0.636364,1.81818,0.0909091,0.0909091,1,1245,0,1.09091,0, 0, 0.363636, 0
403.gcc,403.gcc_913,1,428,0,0.14486,0.579439,1.78037,0.133178,0.0116822,1,10665,0,1.02804,0, 0.0584112, 0.315421, 0
403.gcc,403.gcc_914,1,14,0,0.142857,0.571429,1.85714,0.0714286,0.0714286,1,10665,0,1.07143,0, 0.0714286, 0.285714, 0
403.gcc,403.gcc_915,1,132,0,0.174242,0.583333,1.91667,0.0530303,0.030303,1,315,0,0.939394,0, 0.106061, 0.30303, 0
403.gcc,403.gcc_916,1,38,0,0.131579,0.605263,1.65789,0.157895,0.0526316,1,315,0,1,0, 0.0789474, 0.315789, 0
403.gcc,403.gcc_917,1,299,0,0.170569,0.528428,1.8194,0.113712,0.0100334,1,9545,0,0.989967,0, 0.103679, 0.287625, 0
403.gcc,403.gcc_918,2,62,0,0.209677,0.451613,1.75806,0.112903,0.0322581,1,0,0,0.967742,0, 0.145161, 0.258065, 0
403.gcc,403.gcc_919,1,14,0,0.142857,0.714286,1.57143,0.142857,0,1,0,0,1,0, 0.142857, 0.357143, 0
403.gcc,403.gcc_920,1,48,0,0.229167,0.4375,1.79167,0.0625,0.0208333,1,315,0,0.979167,0, 0.1875, 0.25, 0
403.gcc,403.gcc_921,1,4,0,0.25,0.5,2,0,0,1,315,0,1,0, 0, 0.5, 0
403.gcc,403.gcc_922,2,17,0,0.0588235,0.705882,1.70588,0.176471,0,1,12255,0,1.23529,0, 0, 0.470588, 0
403.gcc,403.gcc_923,1,43,0,0.162791,0.55814,1.55814,0.186047,0.0232558,1,102762,0,1.06977,0, 0.0232558, 0.372093, 0
403.gcc,403.gcc_924,1,41,0,0.170732,0.512195,1.73171,0.146341,0.0487805,1,10821,0,1.02439,0, 0.0243902, 0.341463, 0
403.gcc,403.gcc_925,2,0,0,0,0,0,0,0,1,82578,0,0,0, 0, 0, 0
403.gcc,403.gcc_926,1,23,0,0.173913,0.695652,1.6087,0.0869565,0.0434783,1,9545,0,0.956522,0, 0.217391, 0.347826, 0
403.gcc,403.gcc_927,2,21,0,0.190476,0.571429,1.66667,0.047619,0.047619,1,0,0,0.952381,0, 0, 0.428571, 0
403.gcc,403.gcc_928,1,7,0,0.285714,0.571429,1.42857,0.142857,0,1,0,0,0.857143,0, 0.142857, 0.285714, 0
403.gcc,403.gcc_929,1,49,0,0.183673,0.367347,1.65306,0.183673,0.0408163,1,1734,0,0.857143,0, 0, 0.265306, 0
403.gcc,403.gcc_930,1,27,0,0.111111,0.555556,1.66667,0.222222,0.037037,1,4500,0,1.14815,0, 0, 0.37037, 0
403.gcc,403.gcc_931,3,20,0,0.15,0.5,2,0.05,0.05,1,0,0,1,0, 0, 0.35, 0
403.gcc,403.gcc_932,2,174,0,0.178161,0.551724,1.79885,0.0517241,0.0172414,1,0,0,1.02874,0, 0.0517241, 0.367816, 0
403.gcc,403.gcc_933,1,619,0,0.0969305,0.550889,1.73021,0.195477,0.00807754,1,127475,1,1.04362,0, 0.0161551, 0.331179, 0
403.gcc,403.gcc_934,2,7,0,0.285714,0.428571,1.85714,0,0.142857,1,5871,0,0.857143,0, 0, 0.285714, 0
403.gcc,403.gcc_935,2,7,0,0.285714,0.428571,1.85714,0,0.142857,1,5871,0,0.857143,0, 0, 0.285714, 0
403.gcc,403.gcc_936,1,53,0,0.207547,0.603774,1.64151,0.0943396,0.0377358,1,127475,0,1,0, 0.0377358, 0.339623, 0
403.gcc,403.gcc_937,2,36,0,0.305556,0.416667,1.69444,0,0.0833333,1,83511,0,0.777778,0, 0.0277778, 0.333333, 0
403.gcc,403.gcc_938,1,146,0,0.191781,0.376712,1.72603,0.130137,0.0273973,1,127475,0,0.958904,0, 0.0273973, 0.273973, 0
403.gcc,403.gcc_939,1,79,0,0.202532,0.443038,1.65823,0.139241,0.0253165,33,127475,0,0.962025,0, 0.0126582, 0.329114, 0
403.gcc,403.gcc_940,1,295,0,0.115254,0.630508,1.69153,0.132203,0.0101695,1,127475,0,1.11186,0, 0.0474576, 0.366102, 0
403.gcc,403.gcc_941,1,39,0,0.128205,0.641026,1.71795,0.128205,0.0512821,33,1549,0,1.10256,0, 0.025641, 0.358974, 0
403.gcc,403.gcc_942,2,6,0,0.333333,0.5,1.83333,0,0.166667,1,21369,0,0.833333,0, 0, 0.333333, 0
403.gcc,403.gcc_943,3,9,0,0.222222,0.444444,1.66667,0.111111,0.111111,1,2225,0,0.888889,0, 0, 0.333333, 0
403.gcc,403.gcc_944,2,70,0,0.214286,0.5,1.75714,0.0571429,0.0428571,1,11790,0,0.971429,0, 0.0428571, 0.328571, 0
403.gcc,403.gcc_945,3,9,0,0.222222,0.444444,1.66667,0.111111,0.111111,1,0,0,0.888889,0, 0, 0.333333, 0
403.gcc,403.gcc_946,2,95,0,0.168421,0.536842,1.75789,0.0842105,0.0315789,1,178,0,1.03158,0, 0.0631579, 0.336842, 0
403.gcc,403.gcc_947,2,202,0,0.163366,0.485149,1.73762,0.148515,0.019802,1,120107,0,1.02475,0, 0.029703, 0.346535, 0
403.gcc,403.gcc_948,3,20,0,0.15,0.5,2,0.05,0.05,1,121533,0,1,0, 0, 0.35, 0
403.gcc,403.gcc_949,2,407,0,0.157248,0.501229,1.78133,0.12285,0.012285,1,120107,0,1.07862,0, 0.044226, 0.366093, 0
403.gcc,403.gcc_950,2,20,0,0.2,0.3,1.75,0.15,0.05,1,120107,0,0.95,0, 0, 0.3, 0
403.gcc,403.gcc_951,1,2185,0,0.155606,0.544165,1.74142,0.117162,0.00228833,1,127475,1,1.01098,0, 0.0608696, 0.327231, 0
403.gcc,403.gcc_952,2,20,0,0.2,0.3,1.75,0.15,0.05,1,120107,0,0.95,0, 0, 0.3, 0
403.gcc,403.gcc_953,1,165,0,0.10303,0.587879,1.78182,0.157576,0.0363636,1,127475,0,1.09091,0, 0.0363636, 0.333333, 0
403.gcc,403.gcc_954,1,152,0,0.151316,0.519737,1.73026,0.144737,0.0131579,1,20405,0,0.960526,0, 0.0197368, 0.315789, 0
403.gcc,403.gcc_955,1,65,0,0.153846,0.476923,1.67692,0.169231,0.0153846,1,20405,0,0.984615,0, 0.0307692, 0.323077, 0
403.gcc,403.gcc_956,1,34,0,0.0882353,0.617647,1.85294,0.176471,0.0294118,1,4644,0,1,0, 0.0294118, 0.294118, 0
403.gcc,403.gcc_957,2,57,0,0.0701754,0.649123,1.82456,0.192982,0.0175439,1,1099,0,1.05263,0, 0, 0.333333, 0
403.gcc,403.gcc_958,1,108,0,0.148148,0.481481,1.75926,0.175926,0.0277778,1,617,0,0.962963,0, 0.00925926, 0.296296, 0
403.gcc,403.gcc_959,1,75,0,0.133333,0.533333,1.74667,0.133333,0.0133333,1,441,0,0.96,0, 0, 0.36, 0
403.gcc,403.gcc_960,1,18,0,0.277778,0.333333,1.72222,0.111111,0.111111,1,663,0,0.833333,0, 0, 0.222222, 0
403.gcc,403.gcc_961,1,0,0,0,0,0,0,0,1,78254,0,0,0, 0, 0, 0
403.gcc,403.gcc_962,2,153,0,0.163399,0.437908,1.78431,0.111111,0.0392157,1,393632,0,0.986928,0, 0.0196078, 0.313725, 0
403.gcc,403.gcc_963,1,7,0,0.285714,0.571429,1.42857,0.142857,0,1,12301,0,0.857143,0, 0.142857, 0.285714, 0
403.gcc,403.gcc_964,1,35,0,0.142857,0.457143,1.6,0.114286,0.0571429,1,79619,0,0.971429,0, 0.0857143, 0.342857, 0
403.gcc,403.gcc_965,1,12,0,0.0833333,0.666667,1.83333,0.166667,0,1,0,0,1,0, 0, 0.333333, 0
403.gcc,403.gcc_966,2,40,0,0.175,0.65,1.875,0.025,0.025,1,314080,0,1.05,0, 0.1, 0.35, 0
403.gcc,403.gcc_967,1,7,0,0.285714,0.571429,1.42857,0.142857,0,1,9815,0,0.857143,0, 0.142857, 0.285714, 0
403.gcc,403.gcc_968,2,93,0,0.150538,0.473118,1.77419,0.172043,0.0215054,1,34,0,0.989247,0, 0.0107527, 0.290323, 0
403.gcc,403.gcc_969,2,19,0,0.157895,0.421053,1.68421,0.263158,0.0526316,1,26,0,0.947368,0, 0, 0.263158, 0
403.gcc,403.gcc_970,1,118,0,0.177966,0.516949,1.81356,0.101695,0.0254237,1,243,0,0.991525,0, 0.0423729, 0.305085, 0
403.gcc,403.gcc_971,1,32,0,0.15625,0.5,1.78125,0.09375,0.0625,1,326375,0,1.09375,0, 0, 0.40625, 0
403.gcc,403.gcc_972,1,7,0,0.285714,0.571429,1.71429,0,0.142857,1,832287,0,1,0, 0, 0.428571, 0
403.gcc,403.gcc_973,1,15,0,0.0666667,0.6,1.46667,0.266667,0,1,0,0,1.2,0, 0.133333, 0.333333, 0
403.gcc,403.gcc_974,1,22,0,0.0454545,0.636364,1.68182,0.181818,0,1,0,0,1.18182,0, 0.0909091, 0.363636, 0
403.gcc,403.gcc_975,2,45,0,0.0222222,0.666667,1.8,0.2,0,1,0,0,1.13333,0, 0.0222222, 0.333333, 0
403.gcc,403.gcc_976,3,17,0,0.0588235,0.647059,1.70588,0.176471,0,1,54,0,1.17647,0, 0.0588235, 0.352941, 0
403.gcc,403.gcc_977,2,99,0,0.181818,0.515152,1.51515,0.181818,0.010101,33,114419,0,1.06061,0, 0.0606061, 0.333333, 0
403.gcc,403.gcc_978,1,484,0,0.105372,0.57438,1.8843,0.171488,0.00413223,1,566045,0,1.0124,0, 0.0371901, 0.320248, 0
403.gcc,403.gcc_979,1,0,0,0,0,0,0,0,1,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_980,2,30,0,0.0666667,0.666667,1.76667,0.2,0.0333333,1,0,0,1.2,0, 0, 0.4, 0
403.gcc,403.gcc_981,1,104,0,0.134615,0.586538,1.78846,0.211538,0.00961538,33,62742,0,1.09615,0, 0.00961538, 0.355769, 0
403.gcc,403.gcc_982,1,33,0,0.30303,0.424242,1.69697,0,0.0606061,1,91274,0,0.818182,0, 0, 0.363636, 0
403.gcc,403.gcc_983,1,57,0,0.0526316,0.701754,1.91228,0.175439,0.0175439,1,0,0,1.12281,0, 0, 0.350877, 0
403.gcc,403.gcc_984,1,19,0,0.157895,0.578947,1.78947,0.105263,0.0526316,1,88030,0,1,0, 0, 0.368421, 0
403.gcc,403.gcc_985,1,20,0,0.2,0.6,1.95,0,0.1,1,0,0,1.1,0, 0, 0.45, 0
403.gcc,403.gcc_986,1,0,0,0,0,0,0,0,1,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_987,1,14,0,0.214286,0.571429,1.57143,0.142857,0.0714286,1,0,0,1,0, 0.0714286, 0.357143, 0
403.gcc,403.gcc_988,1,0,0,0,0,0,0,0,1,14336,0,0,0, 0, 0, 0
403.gcc,403.gcc_989,2,27,0,0.037037,0.703704,1.7037,0.222222,0,1,108,1,1.18519,0, 0.037037, 0.37037, 0
403.gcc,403.gcc_990,1,125,0,0.152,0.512,1.704,0.192,0.048,1,244795,0,1.048,0, 0.032, 0.304, 0
403.gcc,403.gcc_991,1,9,0,0.222222,0.444444,1.66667,0.111111,0.111111,1,0,0,0.888889,0, 0, 0.333333, 0
403.gcc,403.gcc_992,2,229,0,0.126638,0.489083,1.72926,0.196507,0.0131004,1,918,0,1.10044,0, 0.00873362, 0.331878, 0
403.gcc,403.gcc_993,1,262,0,0.183206,0.572519,1.73664,0.103053,0.0114504,1,108665,0,1.02672,0, 0.110687, 0.335878, 0
403.gcc,403.gcc_994,1,105,0,0.12381,0.514286,1.79048,0.133333,0.0190476,1,0,0,1.00952,0, 0, 0.371429, 0
403.gcc,403.gcc_995,1,768,0,0.127604,0.509115,1.77214,0.154948,0.00651042,1,2013,0,1.01562,0, 0.0195312, 0.33724, 0
403.gcc,403.gcc_996,1,24,0,0.0416667,0.708333,1.91667,0.166667,0,1,0,0,1.16667,0, 0, 0.375, 0
403.gcc,403.gcc_997,1,151,0,0.15894,0.536424,1.77483,0.0794702,0.0198675,1,5186,0,1.00662,0, 0.0529801, 0.350993, 0
403.gcc,403.gcc_998,2,9,0,0.222222,0.444444,1.66667,0.111111,0.111111,1,227,0,0.888889,0, 0, 0.333333, 0
403.gcc,403.gcc_999,1,23,0,0.304348,0.565217,1.69565,0,0.0869565,1,217,0,0.956522,0, 0.130435, 0.347826, 0
403.gcc,403.gcc_1000,3,90,0,0.211111,0.422222,1.78889,0.0777778,0.0555556,1,260407,0,1.06667,0, 0.0555556, 0.322222, 0
403.gcc,403.gcc_1001,2,15,0,0.333333,0.533333,1.6,0.0666667,0.0666667,1,259358,0,0.866667,0, 0.133333, 0.266667, 0
403.gcc,403.gcc_1002,1,3,0,0.666667,0.333333,1.33333,0,0,33,293276,0,0.333333,0, 0.333333, 0, 0
403.gcc,403.gcc_1003,1,8,0,0.25,0.5,1.75,0,0.125,1,293276,0,1,0, 0, 0.375, 0
403.gcc,403.gcc_1004,1,23,0,0.130435,0.434783,1.65217,0.217391,0.0434783,1,76823,0,1,0, 0, 0.347826, 0
403.gcc,403.gcc_1005,2,107,0,0.121495,0.71028,1.82243,0.0560748,0.00934579,1,84000,1,1.05607,0, 0.0841121, 0.401869, 0
403.gcc,403.gcc_1006,1,7,0,0.285714,0.571429,1.42857,0.142857,0,1,2625,0,0.857143,0, 0.142857, 0.285714, 0
403.gcc,403.gcc_1007,1,0,0,0,0,0,0,0,1,297,0,0,0, 0, 0, 0
403.gcc,403.gcc_1008,1,15,0,0.2,0.466667,1.73333,0.133333,0.0666667,1,74574,0,0.933333,0, 0, 0.333333, 0
403.gcc,403.gcc_1009,1,5,0,0.2,0.8,1.6,0,0,1,45880,0,1,0, 0.2, 0.4, 0
403.gcc,403.gcc_1010,1,18,0,0.166667,0.666667,1.88889,0,0.0555556,1,46935,0,1.05556,0, 0, 0.444444, 0
403.gcc,403.gcc_1011,1,7,0,0.142857,0.428571,1.42857,0.285714,0,1,18786,0,0.857143,0, 0.142857, 0.285714, 0
403.gcc,403.gcc_1012,1,71,0,0.15493,0.464789,1.67606,0.169014,0.0140845,1,21433,0,0.985915,0, 0.028169, 0.323944, 0
403.gcc,403.gcc_1013,2,14,0,0.214286,0.642857,1.71429,0,0.0714286,1,196000,0,1,0, 0.0714286, 0.428571, 0
403.gcc,403.gcc_1014,1,7,0,0.285714,0.571429,1.42857,0.142857,0,1,6125,0,0.857143,0, 0.142857, 0.285714, 0
403.gcc,403.gcc_1015,3,8,0,0.25,0.25,1.625,0.25,0.125,1,1745,0,0.875,0, 0, 0.25, 0
403.gcc,403.gcc_1016,2,148,0,0.162162,0.439189,1.77703,0.114865,0.027027,3,59648,0,0.972973,0, 0.027027, 0.304054, 0
403.gcc,403.gcc_1017,1,7,0,0.285714,0.571429,1.42857,0.142857,0,1,1864,0,0.857143,0, 0.142857, 0.285714, 0
403.gcc,403.gcc_1018,1,56,0,0.232143,0.392857,1.64286,0.0892857,0.0535714,1,4967,0,0.892857,0, 0.0357143, 0.321429, 0
403.gcc,403.gcc_1019,1,83,0,0.289157,0.433735,1.6988,0,0.0361446,1,70501,0,0.819277,0, 0.0120482, 0.361446, 0
403.gcc,403.gcc_1020,2,17,0,0.0588235,0.647059,1.64706,0.176471,0,1,54,0,1.17647,0, 0.0588235, 0.352941, 0
403.gcc,403.gcc_1021,1,33,0,0.212121,0.484848,1.48485,0.181818,0.030303,33,152330,0,1,0, 0.0606061, 0.30303, 0
403.gcc,403.gcc_1022,2,26,0,0.153846,0.576923,1.80769,0.0384615,0.0384615,1,179840,0,1.07692,0, 0.0384615, 0.423077, 0
403.gcc,403.gcc_1023,1,7,0,0.285714,0.571429,1.42857,0.142857,0,1,5620,0,0.857143,0, 0.142857, 0.285714, 0
403.gcc,403.gcc_1024,2,83,0,0.108434,0.554217,1.78313,0.144578,0.0361446,1,256,0,1.08434,0, 0.0240964, 0.361446, 0
403.gcc,403.gcc_1025,1,7,0,0.285714,0.571429,1.42857,0.142857,0,1,8,0,0.857143,0, 0.142857, 0.285714, 0
403.gcc,403.gcc_1026,1,39,0,0.205128,0.435897,1.92308,0.153846,0.102564,1,11280,0,0.974359,0, 0, 0.307692, 0
403.gcc,403.gcc_1027,1,19,0,0.157895,0.578947,1.89474,0.0526316,0.105263,1,20679,0,1.05263,0, 0, 0.421053, 0
403.gcc,403.gcc_1028,1,71,0,0.140845,0.492958,1.74648,0.126761,0.028169,1,0,0,0.985915,0, 0, 0.366197, 0
403.gcc,403.gcc_1029,2,94,0,0.180851,0.478723,1.7766,0.0638298,0.0425532,33,1216,0,1.05319,0, 0.0744681, 0.351064, 0
403.gcc,403.gcc_1030,1,49,0,0.163265,0.571429,1.73469,0.0408163,0.0408163,1,1921,0,1.06122,0, 0.163265, 0.367347, 0
403.gcc,403.gcc_1031,1,4,0,0.25,0.75,1.75,0,0,1,1921,0,0.75,0, 0.25, 0.25, 0
403.gcc,403.gcc_1032,2,57,0,0.157895,0.596491,1.84211,0.0526316,0.0701754,33,7976,0,1.10526,0, 0.0877193, 0.385965, 0
403.gcc,403.gcc_1033,1,37,0,0.135135,0.648649,1.83784,0.027027,0.027027,54,7976,0,1.10811,0, 0.162162, 0.378378, 0
403.gcc,403.gcc_1034,1,4,0,0.25,0.75,1.75,0,0,1,7976,0,0.75,0, 0.25, 0.25, 0
403.gcc,403.gcc_1035,2,288,0,0.138889,0.559028,1.80903,0.131944,0.0104167,1,41835,0,0.989583,0, 0.00694444, 0.368056, 0
403.gcc,403.gcc_1036,1,148,0,0.222973,0.466216,1.69595,0.121622,0.0135135,1,28471,0,0.972973,0, 0.101351, 0.310811, 0
403.gcc,403.gcc_1037,2,17,0,0.117647,0.588235,1.76471,0.176471,0.0588235,1,0,0,1.11765,0, 0, 0.352941, 0
403.gcc,403.gcc_1038,1,32,0,0.21875,0.46875,1.5625,0.1875,0.0625,33,687,0,1,0, 0.03125, 0.3125, 0
403.gcc,403.gcc_1039,1,24,0,0.25,0.416667,1.66667,0.0833333,0.0833333,1,25693,0,0.958333,0, 0.0416667, 0.333333, 0
403.gcc,403.gcc_1040,1,24,0,0.25,0.416667,1.66667,0.0833333,0.0833333,33,7235,0,0.958333,0, 0.0416667, 0.333333, 0
403.gcc,403.gcc_1041,2,28,0,0.0714286,0.642857,1.75,0.214286,0.0357143,1,0,0,1.14286,0, 0, 0.357143, 0
403.gcc,403.gcc_1042,1,102,0,0.137255,0.578431,1.86275,0.215686,0.00980392,1,25668,0,1.07843,0, 0.00980392, 0.343137, 0
403.gcc,403.gcc_1043,1,14,0,0.142857,0.5,1.64286,0.214286,0.0714286,1,249095,0,1,0, 0, 0.357143, 0
403.gcc,403.gcc_1044,3,25,0,0.04,0.72,1.68,0.24,0,1,18,1,1.16,0, 0.04, 0.36, 0
403.gcc,403.gcc_1045,2,87,0,0.0804598,0.655172,1.67816,0.195402,0.0229885,1,18,0,1.14943,0, 0.0574713, 0.356322, 0
403.gcc,403.gcc_1046,1,57,0,0.175439,0.54386,1.5614,0.175439,0.0350877,1,67331,0,1.07018,0, 0.0701754, 0.333333, 0
403.gcc,403.gcc_1047,1,18,0,0.111111,0.444444,1.61111,0.277778,0.0555556,1,61562,0,1,0, 0, 0.333333, 0
403.gcc,403.gcc_1048,1,14,0,0.142857,0.5,1.64286,0.214286,0.0714286,1,41515,0,1,0, 0, 0.357143, 0
403.gcc,403.gcc_1049,2,0,0,0,0,0,0,0,1,0,0,0,0, 0, 0, 0
403.gcc,403.gcc_1050,2,23,0,0.0869565,0.652174,1.73913,0.130435,0.0434783,1,36,0,1.21739,0, 0.0869565, 0.391304, 0
403.gcc,403.gcc_1051,1,102,0,0.205882,0.509804,1.51961,0.176471,0.0196078,1,97893,0,1.03922,0, 0.0588235, 0.333333, 0
403.gcc,403.gcc_1052,1,13,0,0.0769231,0.538462,1.46154,0.307692,0,1,0,0,1.15385,0, 0.0769231, 0.307692, 0
403.gcc,403.gcc_1053,1,22,0,0.0454545,0.636364,1.72727,0.181818,0,1,0,0,1.18182,0, 0.0909091, 0.363636, 0
403.gcc,403.gcc_1054,1,22,0,0.136364,0.545455,1.86364,0.181818,0.0454545,1,2676,0,0.909091,0, 0, 0.272727, 0
